Player name,Position,Win,Loss,Earned run Average,Games played,Games Started,Complete Game,Shutout,Save,Save Opportunity,Innings pitched,hit,run,earned run,home run, Hit Batsmen,base on balls,Strikeouts,WHIP,AVG
N Ryan,P,324,292,3.19,807,773,222,61,3,4,5386,3923,2178,1911,321,158,2795,5714,1.25,0.204
R Johnson,P,303,166,3.29,618,603,100,37,2,3,4135.1,3346,1703,1513,411,190,1497,4875,1.17,0.221
R Clemens,P,354,184,3.12,709,707,118,46,0,0,4916.2,4185,1885,1707,363,159,1580,4672,1.17,0.229
S Carlton,P,329,244,3.22,741,709,254,55,2,2,5217.1,4672,2130,1864,414,53,1833,4136,1.25,0.24
B Blyleven,P,287,250,3.31,692,685,242,60,0,0,4970,4632,2029,1830,430,155,1322,3701,1.2,0.248
T Seaver,P,311,205,2.86,656,647,231,61,1,2,4782.2,3971,1674,1521,380,76,1390,3640,1.12,0.226
D Sutton,P,324,256,3.26,774,756,178,58,5,5,5282.1,4692,2104,1914,472,82,1343,3574,1.14,0.236
G Perry,P,314,265,3.11,777,690,303,53,11,12,5350.1,4938,2128,1846,399,108,1379,3534,1.18,0.245
W Johnson,P,417,279,2.17,802,666,531,110,34,--,5914.1,4913,1902,1424,97,205,1363,3508,1.06,0.227
G Maddux,P,355,227,3.16,744,740,109,35,0,0,5008.1,4726,1981,1756,353,137,999,3371,1.14,0.25
P Niekro,P,318,274,3.35,864,716,245,45,29,33,5404.1,5044,2337,2012,482,123,1809,3342,1.27,0.247
M Scherzer,P,202,102,3.11,431,422,12,5,0,0,2688,2184,1001,930,301,107,703,3199,1.07,0.22
J Verlander,P,244,133,3.24,482,482,26,9,0,0,3163,2654,1235,1139,322,104,880,3198,1.12,0.225
F Jenkins,P,284,226,3.34,664,594,267,49,7,8,4500.2,4142,1853,1669,484,84,997,3192,1.14,0.243
P Martinez,P,219,100,2.93,476,409,46,17,3,3,2827.1,2221,1006,919,239,141,760,3154,1.05,0.214
B Gibson,P,251,174,2.91,528,482,255,56,6,6,3884.1,3279,1420,1258,257,102,1336,3117,1.19,0.228
C Schilling,P,216,146,3.46,569,436,83,20,22,24,3261,2998,1318,1253,347,52,711,3116,1.14,0.243
C Sabathia,P,251,161,3.74,561,560,38,12,0,0,3577.1,3404,1623,1485,382,123,1099,3093,1.26,0.251
J Smoltz,P,213,155,3.33,723,481,53,16,154,169,3473,3074,1391,1284,288,57,1010,3084,1.18,0.237
Z Greinke,P,223,142,3.42,557,515,17,5,1,1,3252.1,3055,1330,1237,342,75,740,2886,1.17,0.247
J Bunning,P,224,184,3.27,591,519,151,40,16,17,3760.1,3433,1527,1366,372,160,1000,2855,1.18,0.242
M Lolich,P,217,191,3.44,586,496,195,41,11,11,3638.1,3366,1537,1390,347,92,1099,2832,1.23,0.246
C Kershaw,P,198,87,2.48,402,399,25,15,0,0,2587,1959,778,712,207,39,629,2816,1,0.209
M Mussina,P,270,153,3.68,537,536,57,23,0,0,3562.2,3460,1559,1458,376,60,785,2813,1.19,0.255
C Young,P,511,316,2.63,906,815,749,76,17,--,7356,7092,3167,2147,138,163,1217,2803,1.13,0.252
F Tanana,P,240,236,3.66,638,616,143,34,1,1,4188.1,4063,1910,1702,448,129,1255,2773,1.27,0.254
D Cone,P,194,126,3.47,450,419,56,22,1,1,2898.2,2504,1222,1116,258,106,1137,2668,1.26,0.232
C Finley,P,200,173,3.85,524,467,63,15,0,0,3197.1,3069,1517,1366,304,76,1332,2610,1.38,0.255
T Glavine,P,305,203,3.54,682,682,56,25,0,0,4413.1,4298,1900,1734,356,66,1500,2607,1.31,0.257
W Spahn,P,363,245,3.09,750,665,382,63,29,--,5243.2,4830,2018,1800,434,42,1434,2583,1.19,0.244
B Feller,P,266,162,3.25,570,484,279,44,21,--,3827,3271,1557,1384,224,60,1764,2581,1.32,0.231
T Keefe,P,342,225,2.62,600,594,554,39,2,--,5049.2,4438,2469,1472,75,98,1233,2564,1.12,0.437
C Hamels,P,163,122,3.43,423,422,17,7,0,0,2698,2424,1103,1027,310,100,767,2560,1.18,0.24
J Koosman,P,222,209,3.36,612,527,140,33,17,17,3839.1,3635,1608,1433,290,71,1198,2556,1.26,0.252
J Vazquez,P,165,160,4.22,450,443,28,8,0,0,2840,2784,1431,1331,373,88,763,2536,1.25,0.255
B Colon,P,247,188,4.12,565,552,38,13,0,0,3461.2,3593,1719,1584,439,64,948,2535,1.31,0.268
F Hern?ndez,P,169,136,3.42,419,418,25,11,0,0,2729.2,2487,1157,1037,264,105,805,2524,1.21,0.242
A Burnett,P,164,157,3.99,435,430,24,10,0,1,2731.1,2519,1328,1210,263,143,1100,2513,1.32,0.246
C Mathewson,P,373,188,2.13,635,551,434,79,29,--,4780.2,4218,1617,1133,89,59,844,2502,1.06,0.236
J Lester,P,200,117,3.66,452,451,15,4,0,0,2740,2610,1215,1114,294,90,892,2488,1.28,0.252
D Drysdale,P,209,166,2.95,518,465,167,49,6,6,3432,3084,1292,1124,280,154,855,2486,1.15,0.239
J Morris,P,254,186,3.9,549,527,175,28,0,0,3824,3567,1815,1657,389,58,1390,2478,1.3,0.247
M Langston,P,179,158,3.97,457,428,81,18,0,1,2962.2,2723,1438,1306,311,46,1289,2464,1.35,0.246
J Kaat,P,283,237,3.45,898,625,180,31,18,20,4530.1,4620,2038,1738,395,122,1083,2461,1.26,0.264
S McDowell,P,141,134,3.17,425,346,103,23,14,16,2492.1,1948,999,879,164,59,1312,2453,1.31,0.215
A Pettitte,P,256,153,3.85,531,521,26,4,0,0,3316,3448,1572,1418,288,55,1031,2448,1.35,0.269
J Moyer,P,269,209,4.25,696,638,33,10,0,0,4074,4231,2076,1926,522,146,1155,2441,1.32,0.268
L Tiant,P,229,172,3.3,573,484,187,49,15,19,3486.1,3075,1400,1280,346,49,1104,2416,1.2,0.236
D Eckersley,P,197,171,3.5,1071,361,100,20,390,390,3285.2,3076,1382,1279,347,75,738,2401,1.16,0.246
K Brown,P,211,144,3.28,486,476,72,17,0,0,3256.1,3079,1357,1185,208,139,901,2397,1.22,0.249
S Koufax,P,165,87,2.76,397,314,137,40,9,--,2324.1,1754,806,713,204,18,817,2396,1.11,0.205
C Hough,P,216,216,3.75,858,440,107,13,61,63,3801.1,3283,1807,1582,383,174,1664,2362,1.3,0.233
R Roberts,P,286,245,3.41,676,609,305,45,25,--,4688.2,4582,1962,1774,505,54,902,2357,1.17,0.255
E Wynn,P,300,244,3.54,691,612,290,49,15,--,4564,4291,2037,1796,338,64,1775,2334,1.33,0.248
R Waddell,P,193,143,2.16,407,340,261,50,5,--,2961.1,2460,1063,711,37,115,803,2316,1.1,0.228
J Marichal,P,243,142,2.89,471,457,244,52,2,2,3507.1,3153,1329,1126,320,40,709,2303,1.1,0.237
J Lackey,P,188,147,3.92,448,446,18,8,0,0,2840.1,2862,1347,1237,319,133,815,2294,1.29,0.262
D Gooden,P,194,112,3.51,430,410,68,24,3,3,2800.2,2564,1198,1091,210,78,954,2293,1.26,0.244
L Grove,P,300,141,3.06,616,457,298,35,55,--,3940.2,3849,1594,1339,162,42,1187,2266,1.28,0.255
E Plank,P,326,194,2.35,623,529,410,69,23,--,4495.2,3958,1566,1174,41,190,1072,2246,1.12,0.239
T John,P,288,231,3.34,760,700,162,46,4,4,4710.1,4783,2017,1749,302,98,1259,2245,1.28,0.265
J Shields,P,145,139,4.01,407,405,23,9,0,0,2616,2581,1267,1167,361,97,746,2234,1.27,0.257
J Palmer,P,268,152,2.86,558,521,211,53,4,4,3948,3349,1395,1253,303,38,1311,2212,1.18,0.23
J Peavy,P,152,126,3.63,388,377,15,6,0,0,2377,2134,1011,960,259,78,708,2207,1.2,0.239
D Wells,P,239,157,4.13,660,489,54,12,13,13,3439,3635,1702,1578,407,83,719,2201,1.27,0.271
G Alexander,P,373,208,2.56,696,600,437,90,32,--,5190,4868,1853,1477,164,70,951,2198,1.12,0.25
V Blue,P,209,161,3.27,502,473,143,37,2,2,3343.1,2939,1357,1213,263,23,1185,2175,1.23,0.237
C Pascual,P,174,170,3.63,529,404,132,36,10,10,2930.2,2703,1334,1183,256,61,1069,2167,1.29,0.244
T Wakefield,P,200,180,4.41,627,463,33,6,22,30,3226.1,3152,1791,1582,418,186,1205,2156,1.35,0.254
D Martinez,P,245,193,3.7,692,562,122,30,8,8,3999.2,3897,1835,1643,372,122,1165,2149,1.27,0.256
A Wainwright,P,195,117,3.38,457,390,28,11,3,5,2567.1,2426,1028,964,213,80,695,2147,1.22,0.25
R Halladay,P,203,105,3.38,416,390,67,20,1,1,2749.1,2646,1135,1034,236,81,592,2117,1.18,0.252
K Millwood,P,169,152,4.11,451,443,22,6,0,0,2720.1,2770,1357,1243,296,74,843,2083,1.33,0.263
B Newsom,P,211,222,3.98,600,483,246,31,21,--,3759.1,3769,1908,1664,206,61,1732,2082,1.46,0.261
T Hudson,P,222,133,3.49,482,479,26,13,0,0,3126.2,2957,1319,1213,248,124,917,2080,1.24,0.251
D Price,P,157,82,3.32,400,322,17,3,3,5,2143.2,1930,865,790,221,63,562,2076,1.16,0.238
R Dempster,P,132,133,4.35,579,351,11,3,87,101,2387,2347,1250,1154,267,91,1071,2075,1.43,0.258
F Valenzuela,P,173,153,3.54,453,424,113,31,2,2,2930,2718,1303,1154,226,25,1151,2074,1.32,0.248
C Sale,P,114,75,3.06,324,244,16,3,12,15,1681,1369,619,572,181,104,389,2070,1.05,0.22
M Bumgarner,P,134,122,3.44,355,352,16,7,0,0,2196.2,1986,918,839,255,89,533,2062,1.15,0.24
D Vance,P,197,140,3.24,442,349,216,29,11,--,2966.2,2809,1247,1068,132,77,840,2045,1.23,0.251
R Reuschel,P,214,191,3.37,557,529,102,26,5,5,3548.1,3588,1494,1330,221,88,935,2015,1.27,0.264
O Hershiser,P,204,150,3.48,510,466,68,25,5,6,3130.1,2939,1367,1211,235,117,1007,2014,1.26,0.249
D Haren,P,153,131,3.75,391,380,16,6,1,1,2419.2,2357,1105,1009,305,67,500,2013,1.18,0.253
C Hunter,P,224,166,3.26,500,476,181,42,1,1,3449.1,2958,1380,1248,374,49,954,2012,1.13,0.231
A Benes,P,155,139,3.97,403,387,21,9,1,2,2505.1,2377,1206,1106,289,55,909,2000,1.31,0.25
B Pierce,P,211,169,3.27,585,432,193,38,32,--,3306.2,2989,1325,1201,284,30,1178,1999,1.26,0.24
K Appier,P,169,137,3.74,414,402,34,12,0,0,2595.1,2425,1168,1078,232,79,933,1994,1.29,0.247
J Santana,P,139,78,3.2,360,284,15,10,1,1,2025.2,1726,773,721,220,36,567,1988,1.13,0.228
R Ruffing,P,273,225,3.8,624,538,335,45,16,--,4344,4284,2115,1833,254,58,1541,1987,1.34,0.258
J Clarkson,P,328,178,2.81,531,518,485,37,5,--,4536.1,4295,2384,1417,161,80,1191,1978,1.21,0.328
E Santana,P,151,129,4.11,425,386,21,11,0,0,2486.2,2391,1221,1136,331,104,776,1978,1.27,0.252
L Hernandez,P,178,177,4.44,519,474,50,9,1,2,3189,3525,1686,1572,362,78,1066,1976,1.44,0.285
A Leiter,P,162,132,3.8,419,382,16,10,2,2,2391,2152,1101,1010,198,117,1163,1974,1.39,0.242
B Welch,P,211,146,3.47,506,462,61,28,8,8,3092,2894,1310,1191,267,79,1034,1969,1.27,0.249
K Rogers,P,219,156,4.27,762,474,36,9,28,28,3302.2,3457,1739,1568,339,127,1175,1968,1.4,0.27
W Ford,P,236,106,2.75,498,438,156,45,10,--,3170.1,2766,1107,967,228,28,1086,1956,1.22,0.235
B Witt,P,142,157,4.83,430,397,47,11,0,0,2465,2493,1449,1324,252,39,1375,1955,1.57,0.265
A Rusie,P,246,174,3.07,463,427,393,30,5,--,3778.2,3389,2068,1288,75,112,1707,1950,1.35,0.234
D Darwin,P,171,182,3.84,716,371,53,9,32,32,3016.2,2951,1431,1286,321,81,874,1942,1.27,0.256
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
C Buffinton,P,233,152,2.96,414,396,351,30,3,--,3404,3344,1824,1120,87,31,856,1700,1.23,0.455
C Simmons,P,193,183,3.54,569,461,163,36,5,--,3348.1,3313,1551,1318,255,53,1063,1697,1.31,0.259
C Carpenter,P,144,94,3.76,350,332,33,15,0,0,2219.1,2205,1021,927,220,85,627,1697,1.28,0.26
C Morton,P,116,101,4.03,323,322,3,2,0,0,1797,1687,890,805,166,156,639,1697,1.29,0.249
M Cain,P,104,118,3.68,342,331,15,6,0,0,2085.2,1849,910,853,211,62,712,1694,1.23,0.238
B Hurst,P,145,113,3.92,379,359,83,23,0,0,2417.1,2463,1143,1052,258,28,740,1689,1.33,0.265
C Kluber,P,113,72,3.33,257,252,18,8,0,0,1590,1423,642,589,162,61,351,1687,1.12,0.238
T Lilly,P,130,113,4.14,356,331,5,3,0,0,1982.2,1827,974,913,293,63,661,1681,1.25,0.242
R Sutcliffe,P,171,139,4.08,457,392,72,18,6,6,2697.2,2662,1324,1223,236,46,1081,1679,1.39,0.26
C Hubbell,P,253,154,2.98,535,432,260,36,33,--,3590.1,3461,1384,1188,227,53,725,1677,1.17,0.251
T Bridges,P,194,138,3.57,424,362,200,33,10,--,2826.1,2675,1322,1122,181,35,1192,1674,1.37,0.248
J Candelaria,P,177,122,3.33,600,356,54,13,29,29,2525.2,2399,1038,935,245,37,592,1673,1.18,0.252
D Stieb,P,176,137,3.44,443,412,103,30,3,3,2895.1,2572,1225,1106,225,129,1034,1669,1.25,0.239
D Kile,P,133,119,4.12,359,331,28,9,0,0,2165.1,2135,1099,992,214,117,918,1668,1.41,0.26
M Moore,P,161,176,4.39,450,440,79,16,2,2,2831.2,2858,1516,1381,291,55,1156,1667,1.42,0.264
G Weyhing,P,264,232,3.89,538,503,448,28,4,--,4324.1,4562,2788,1867,120,277,1566,1665,1.42,0.264
P Astacio,P,129,124,4.67,392,343,31,12,0,0,2196.2,2292,1213,1140,291,111,726,1664,1.37,0.271
J Happ,P,133,100,4.13,354,328,4,3,0,0,1893.2,1822,919,868,261,41,668,1661,1.31,0.252
V Willis,P,249,205,2.63,513,471,388,50,11,--,3996,3621,1620,1167,66,156,1212,1651,1.21,0.243
R Wise,P,188,181,3.69,506,455,138,30,0,0,3127,3227,1455,1281,261,44,804,1647,1.29,0.267
J Fassero,P,121,124,4.11,720,242,17,2,25,38,2033.2,2083,1042,929,214,37,724,1643,1.38,0.264
A Downing,P,123,107,3.22,405,317,73,24,3,3,2268.1,1946,938,811,177,31,933,1639,1.27,0.232
C Zambrano,P,132,91,3.66,354,302,10,5,0,1,1959,1709,879,797,161,102,898,1637,1.33,0.236
M Cuellar,P,185,130,3.14,453,379,172,36,11,11,2808,2538,1130,979,222,12,822,1632,1.2,0.243
C Short,P,135,132,3.43,501,308,88,24,18,22,2325,2215,991,886,183,61,806,1629,1.3,0.252
A Messersmith,P,130,99,2.86,344,295,98,27,15,15,2230.1,1719,812,709,174,40,831,1625,1.14,0.212
F Garcia,P,156,108,4.15,376,357,12,4,0,0,2264,2243,1101,1045,285,67,708,1621,1.3,0.258
S Rogers,P,158,152,3.18,399,393,129,37,2,2,2837.2,2619,1122,1002,151,43,876,1621,1.23,0.248
J Weaver,P,150,98,3.63,331,331,14,8,0,0,2067.1,1912,879,833,262,55,551,1621,1.19,0.244
J Powell,P,245,254,2.97,578,516,422,46,15,--,4389,4319,1991,1450,110,120,1021,1621,1.22,0.258
S Kazmir,P,108,97,4.02,303,301,3,1,0,0,1701,1611,830,760,193,68,687,1618,1.35,0.249
K Lohse,P,147,143,4.4,457,418,12,9,2,3,2531.2,2711,1327,1239,316,87,694,1615,1.34,0.274
R Sadecki,P,135,131,3.78,563,328,85,20,7,9,2500.2,2456,1206,1051,240,41,922,1614,1.35,0.258
J deGrom,P,82,57,2.55,210,210,4,2,0,0,1329.2,1027,412,377,118,21,303,1614,1,0.212
C Osteen,P,196,195,3.3,541,488,140,40,1,1,3460.1,3471,1435,1268,249,45,940,1612,1.27,0.263
S Sanderson,P,163,143,3.84,472,407,43,14,5,5,2561.2,2590,1209,1093,297,43,625,1611,1.26,0.263
H Wilhelm,P,143,122,2.52,1070,52,20,5,227,236,2254.1,1757,773,632,150,62,778,1610,1.12,0.216
J Rijo,P,116,91,3.24,376,269,22,4,3,3,1880,1710,772,676,147,28,663,1606,1.26,0.243
J Maloney,P,134,84,3.19,302,262,74,30,4,4,1849,1518,729,655,138,36,810,1605,1.26,0.224
K Holtzman,P,174,150,3.49,451,410,127,31,3,5,2867.1,2787,1273,1111,249,49,910,1601,1.29,0.255
D Drabek,P,155,134,3.73,398,387,53,21,0,0,2535,2448,1141,1052,246,53,704,1594,1.24,0.255
J DeLeon,P,86,119,3.76,415,264,21,7,6,6,1897.1,1556,877,793,153,62,841,1594,1.26,0.224
R Marquard,P,201,177,3.08,536,407,197,30,19,--,3306.2,3233,1443,1130,107,39,858,1593,1.24,0.26
S Trachsel,P,143,159,4.39,420,417,20,7,0,0,2501,2587,1327,1219,348,52,943,1591,1.41,0.269
R Darling,P,136,116,3.87,382,364,37,13,0,0,2360.1,2244,1139,1016,239,59,906,1590,1.33,0.252
T Stottlemyre,P,138,121,4.28,372,339,25,6,1,1,2191.2,2200,1132,1042,246,83,816,1587,1.38,0.262
W Fryman,P,141,155,3.77,625,322,68,27,58,61,2411.1,2367,1135,1010,187,68,890,1587,1.35,0.259
Y Gallardo,P,121,101,4.06,319,307,4,3,1,1,1816.2,1770,878,820,205,24,710,1584,1.37,0.255
K Wood,P,86,75,3.67,446,178,11,5,63,87,1380,1083,599,563,148,99,666,1582,1.27,0.217
H Haddix,P,136,113,3.63,453,285,99,20,21,--,2235,2154,1012,901,240,43,601,1575,1.23,0.252
J Perry,P,215,174,3.45,630,447,109,32,10,10,3285.2,3127,1407,1258,308,80,998,1575,1.26,0.252
J Whitney,P,191,204,2.97,413,396,377,26,2,--,3496.1,3598,2026,1154,79,28,411,1571,1.15,1.044
B Arroyo,P,148,137,4.28,419,383,16,6,1,1,2435.2,2507,1260,1158,347,105,661,1571,1.3,0.266
R Porcello,P,150,125,4.4,355,351,10,3,0,0,2096.1,2270,1122,1025,260,84,489,1561,1.32,0.275
A Terry,P,197,196,3.74,440,406,367,17,6,--,3514.1,3525,2303,1460,76,148,1298,1553,1.37,0.253
J Lieber,P,131,124,4.27,401,327,25,5,2,3,2198,2388,1158,1043,285,49,422,1553,1.28,0.276
B Donovan,P,185,139,2.69,378,327,289,35,8,--,2964.2,2631,1212,886,30,90,1059,1552,1.24,0.239
O P?rez,P,74,94,4.37,703,195,3,2,5,18,1465.2,1336,783,712,198,88,762,1546,1.43,0.243
G Swindell,P,123,122,3.86,664,269,40,12,7,12,2233.1,2313,1053,957,262,21,501,1542,1.26,0.268
J Key,P,186,117,3.51,470,389,34,13,10,10,2591.2,2518,1103,1010,254,38,668,1538,1.23,0.255
D Chance,P,128,115,2.92,406,294,83,33,23,23,2147.1,1864,832,697,122,65,739,1534,1.21,0.234
V Trucks,P,177,135,3.39,517,328,124,33,30,--,2682.1,2416,1124,1009,188,47,1088,1534,1.31,0.24
J Quintana,P,89,87,3.75,315,289,2,2,0,0,1723.2,1698,778,718,174,41,504,1532,1.28,0.257
D Alexander,P,194,174,3.76,561,464,98,18,3,4,3367.2,3376,1541,1406,324,53,978,1528,1.29,0.261
J Pizarro,P,131,105,3.43,488,245,79,17,28,32,2034.1,1807,890,776,201,41,888,1522,1.32,0.237
T Belcher,P,146,140,4.16,394,373,42,18,5,5,2442.2,2423,1253,1130,264,58,860,1519,1.34,0.259
J Matlack,P,125,126,3.18,361,318,97,30,3,3,2363,2276,970,836,161,26,638,1516,1.23,0.254
T Ramsey,P,114,124,3.29,248,241,225,5,0,--,2100.2,1941,1373,769,40,51,671,1515,1.24,0.234
B Singer,P,118,127,3.39,322,308,94,24,2,2,2174,1952,944,819,132,63,781,1515,1.26,0.24
R Nolasco,P,114,118,4.56,330,312,12,6,0,0,1887.2,2045,1023,957,239,56,460,1513,1.33,0.277
S Siebert,P,140,114,3.21,399,307,67,21,16,22,2152,1919,907,767,197,54,692,1512,1.21,0.238
B Grimes,P,270,212,3.53,616,497,314,35,18,--,4179.2,4412,2048,1638,148,101,1295,1512,1.37,0.273
D McNally,P,184,119,3.24,424,396,120,33,2,2,2730,2488,1070,982,230,72,826,1512,1.21,0.245
E Jackson,P,107,133,4.78,412,318,5,3,1,3,1960,2094,1135,1040,249,39,779,1508,1.47,0.275
C Carrasco,P,104,85,3.87,283,236,11,4,2,3,1448,1385,657,623,174,45,380,1507,1.22,0.251
P Derringer,P,223,212,3.46,579,445,251,32,29,--,3645,3912,1653,1402,158,32,761,1507,1.28,0.272
R Ray,P,74,71,3.96,226,222,1,1,0,0,1228,1082,577,541,188,41,520,1505,1.3,0.235
R Gossage,P,124,107,3.01,1002,37,16,0,310,310,1809.1,1497,670,605,119,47,732,1502,1.23,0.228
J Richard,P,107,71,3.15,238,221,76,19,0,0,1606,1227,625,562,73,17,770,1493,1.24,0.212
L Dierker,P,139,123,3.31,356,329,106,25,1,3,2333.2,2130,948,857,184,50,711,1493,1.22,0.243
M Flanagan,P,167,143,3.9,526,404,101,19,4,4,2770,2806,1301,1199,251,41,890,1491,1.33,0.266
B Hooton,P,151,136,3.38,480,377,86,29,7,9,2652,2497,1112,996,193,20,799,1491,1.24,0.25
K Tapani,P,143,125,4.35,361,354,26,9,0,0,2265,2407,1168,1094,260,53,554,1482,1.31,0.272
G Mullin,P,228,196,2.82,487,428,353,35,8,--,3686.2,3518,1636,1156,42,130,1238,1482,1.29,0.255
R Reed,P,146,140,3.46,751,236,55,8,103,103,2477.1,2374,1084,953,182,50,633,1481,1.21,0.252
W Williams,P,132,116,4.19,424,330,10,2,0,1,2216.1,2217,1096,1031,309,72,711,1480,1.32,0.26
M Krukow,P,124,117,3.9,369,355,41,10,1,1,2190.2,2188,1070,950,196,47,767,1478,1.35,0.26
R Dickey,P,120,118,4.04,400,300,15,6,2,2,2073.2,2033,1015,930,264,90,663,1477,1.3,0.257
J Lonborg,P,157,137,3.86,425,368,90,15,4,6,2464.1,2400,1170,1056,233,105,823,1475,1.31,0.255
B Knepper,P,146,155,3.68,445,413,78,30,1,1,2708,2737,1258,1106,228,47,857,1473,1.33,0.264
R Faber,P,254,213,3.15,669,483,273,29,28,--,4086.2,4106,1814,1430,111,103,1213,1471,1.3,0.266
P Corbin,P,87,104,4.31,279,261,6,2,2,2,1540.2,1607,800,738,205,41,471,1469,1.35,0.267
M Scott,P,124,108,3.54,347,319,45,22,3,3,2068.2,1858,908,813,173,33,627,1469,1.2,0.24
L Gomez,P,189,102,3.34,368,320,173,28,9,--,2503,2290,1091,930,138,19,1095,1468,1.35,0.242
B Radke,P,148,139,4.22,378,377,37,10,0,0,2451,2643,1233,1150,326,62,445,1467,1.26,0.276
C Root,P,201,160,3.59,632,342,177,21,40,--,3197.1,3252,1467,1274,187,79,889,1459,1.3,0.264
S Renko,P,134,146,3.99,451,365,57,9,6,7,2494,2438,1233,1107,248,22,1010,1455,1.38,0.256
C Archer,P,63,89,3.93,243,240,3,3,0,0,1357,1232,654,592,165,41,476,1454,1.26,0.239
E Wilson,P,121,109,3.69,338,310,69,13,0,0,2051.2,1863,934,842,236,30,796,1452,1.3,0.242
M Soto,P,100,92,3.47,297,224,72,13,4,4,1730.1,1395,732,667,172,28,657,1449,1.19,0.22
J Samardzija,P,80,106,4.15,364,241,9,4,1,6,1645.1,1555,818,759,205,60,491,1449,1.24,0.248
J Podres,P,148,116,3.68,440,340,77,24,11,12,2265,2239,1026,925,242,28,743,1435,1.32,0.259
J Arrieta,P,115,93,3.98,285,279,6,5,0,0,1612.1,1450,787,713,181,64,571,1433,1.25,0.24
J Hammel,P,96,114,4.62,377,298,2,1,4,6,1810.1,1919,987,929,232,71,567,1428,1.37,0.272
R Martinez,P,135,88,3.67,301,297,37,20,0,0,1895.2,1691,880,772,170,66,795,1427,1.31,0.239
A Reynolds,P,182,107,3.3,434,309,137,36,49,--,2492.1,2193,1026,915,133,57,1261,1423,1.39,0.238
J Clancy,P,140,167,4.23,472,381,74,11,10,10,2517.1,2513,1304,1182,244,32,947,1422,1.37,0.261
G Peters,P,124,103,3.25,359,286,79,23,5,6,2081,1894,847,751,157,62,706,1420,1.25,0.243
R Rhoden,P,151,125,3.59,413,380,69,17,1,1,2593.2,2606,1143,1036,198,39,801,1419,1.31,0.264
T Bauer,P,83,69,3.79,222,212,6,3,1,1,1297.2,1122,592,547,160,66,491,1416,1.24,0.231
H Vaughn,P,178,137,2.49,390,332,214,41,5,--,2730,2461,1039,754,39,85,817,1416,1.2,0.244
D Neagle,P,124,92,4.24,392,286,20,7,3,3,1890.1,1887,948,891,250,53,594,1415,1.31,0.26
R Culp,P,122,101,3.58,322,268,80,22,1,1,1898.1,1677,863,755,188,70,752,1411,1.28,0.235
W Wood,P,164,156,3.24,651,297,114,24,57,70,2684,2582,1130,965,209,63,724,1411,1.23,0.254
A Sele,P,148,112,4.61,404,352,15,9,0,1,2153,2413,1208,1102,225,112,798,1407,1.49,0.285
M Torrez,P,185,160,3.96,494,458,117,15,0,0,3044,3043,1501,1340,223,59,1371,1404,1.45,0.264
E Moore,P,163,154,2.78,388,326,230,34,6,--,2776,2474,1231,856,57,106,1108,1403,1.29,0.241
S Reynolds,P,114,96,4.09,305,278,20,7,0,0,1791.2,1935,895,814,191,41,419,1403,1.31,0.275
M Morgan,P,141,186,4.23,597,411,46,10,8,12,2772.1,2943,1430,1303,270,73,938,1403,1.4,0.276
D Burba,P,115,87,4.49,511,234,6,1,3,8,1777.2,1777,961,886,201,58,762,1398,1.43,0.26
J Suppan,P,140,146,4.7,448,417,16,5,0,0,2542.2,2843,1451,1328,337,94,871,1390,1.46,0.285
M Hampton,P,148,115,4.06,419,355,21,9,1,1,2268.1,2370,1157,1024,200,49,901,1387,1.44,0.273
D White,P,189,156,2.39,427,363,262,45,5,--,3041,2738,1118,808,33,120,670,1384,1.12,0.242
A Nola,P,78,62,3.63,204,204,5,3,0,0,1232,1060,520,497,138,48,328,1384,1.13,0.229
E Loaiza,P,126,114,4.65,377,333,14,6,1,1,2099,2352,1170,1084,259,75,604,1382,1.41,0.284
M Garza,P,93,106,4.09,290,284,10,4,1,1,1710.2,1681,876,777,198,50,581,1380,1.32,0.256
B Myers,P,97,96,4.25,381,252,12,3,40,45,1710,1725,864,807,247,56,556,1379,1.33,0.261
G Bell,P,121,117,3.68,519,233,71,9,51,51,2015,1794,932,825,207,54,842,1378,1.31,0.239
S Jones,P,102,101,3.59,322,222,76,17,9,--,1643.1,1403,752,655,151,60,822,1376,1.35,0.23
M Brown,P,239,130,2.06,481,332,271,55,49,--,3172.1,2708,1044,725,43,61,673,1375,1.07,0.233
E Cicotte,P,209,148,2.38,502,361,249,35,24,--,3226,2897,1161,853,32,52,827,1374,1.15,0.244
M Witt,P,117,116,3.83,341,299,72,11,6,6,2108.1,2066,1012,898,183,55,713,1373,1.32,0.257
K Gausman,P,76,83,3.92,268,229,1,0,0,2,1358,1360,632,591,173,30,375,1373,1.28,0.259
J Nuxhall,P,135,117,3.9,526,287,83,20,19,--,2302.2,2310,1093,998,209,70,776,1372,1.34,0.262
M Gubicza,P,132,136,3.96,384,329,42,16,2,2,2223.1,2239,1063,978,155,58,786,1371,1.36,0.264
P Harnisch,P,111,103,3.89,321,318,24,11,0,0,1959,1822,926,846,223,49,716,1368,1.3,0.245
T Hughes,P,132,174,3.09,399,313,227,25,16,--,2644,2610,1292,909,52,102,853,1368,1.31,0.259
L McDaniel,P,141,119,3.45,987,74,18,2,172,193,2139.1,2099,934,821,172,15,623,1361,1.27,0.258
B Shawkey,P,195,150,3.1,488,333,197,33,28,--,2937,2722,1202,1011,114,48,1018,1360,1.27,0.251
